meter_id,date,time,timestamp,total_active_energy_kwh,energy_consumed_kwh,units_consumed_now,todays_consumption_kwh,today_units_consumed,monthly_consumption_kwh,monthly_units_consumed,total_active_power_kw,p1_active_kw,p2_active_kw,p3_active_kw,percent_average_load,percent_load_l1,percent_load_l2,percent_load_l3,vll_avg,v12,v23,v31,vln_avg,v1_n,v2_n,v3_n,iavg,i1,i2,i3,pf_avg,frequency_hz
KSR-1,2025-01-05,00:00:00,2025-01-05 00:00:00,666573.63,0.67,0.67,0.67,0.67,3604.93,3604.93,39.63,15.38,13.01,8.94,55.01,72.46,60.38,41.94,403.51,412.32,410.07,398.64,232.88,235.5,230.7,236.01,55.01,72.46,60.38,41.94,0.92,49.25
KSR-2,2025-01-05,00:00:00,2025-01-05 00:00:00,410268.52,0.81,0.81,0.81,0.81,4508.87,4508.87,47.78,14.42,18.2,14.27,76.15,66.47,80.34,68.58,410.24,397.79,407.66,398.54,233.44,236.01,235.39,229.98,76.15,66.47,80.34,68.58,0.91,50.21
KSR-1,2025-01-05,00:01:00,2025-01-05 00:01:00,666574.24,0.61,0.61,1.28,1.28,3605.54,3605.54,35.93,15.63,13.11,8.56,60.34,69.92,59.57,45.37,397.26,407.74,395.77,410.7,235.76,230.18,229.1,231.73,60.34,69.92,59.57,45.37,0.92,50.51
KSR-2,2025-01-05,00:01:00,2025-01-05 00:01:00,410269.28,0.77,0.77,1.58,1.58,4509.63,4509.63,46.5,14.86,18.16,14.15,74.76,71.45,82.46,66.39,410.81,412.2,404.52,408.46,236.82,233.36,231.4,235.46,74.76,71.45,82.46,66.39,0.93,50.01
KSR-1,2025-01-05,00:02:00,2025-01-05 00:02:00,666574.83,0.58,0.58,1.86,1.86,3606.13,3606.13,36.08,14.44,12.81,8.88,61.21,70.81,60.02,44.36,400.24,398.43,409.7,396.85,232.28,234.99,232.06,233.49,61.21,70.81,60.02,44.36,0.91,50.85
KSR-2,2025-01-05,00:02:00,2025-01-05 00:02:00,410270.05,0.77,0.77,2.34,2.34,4510.4,4510.4,45.39,13.97,18.7,14.42,72.7,65.85,81.5,66.94,400.54,411.92,401.8,396.13,228.56,233.11,230.37,234.44,72.7,65.85,81.5,66.94,0.91,50.82
KSR-1,2025-01-05,00:03:00,2025-01-05 00:03:00,666575.4,0.57,0.57,2.43,2.43,3606.7,3606.7,35.84,15.12,12.45,8.28,60.66,70.16,61.1,44.99,399.13,398.29,406.12,406.61,229.3,234.6,235.29,229.24,60.66,70.16,61.1,44.99,0.93,50.92
KSR-2,2025-01-05,00:03:00,2025-01-05 00:03:00,410270.89,0.84,0.84,3.18,3.18,4511.24,4511.24,47.85,14.35,19.01,14.11,73.21,70.13,78.88,68.38,401.83,401.97,394.51,401.0,233.29,234.63,228.49,232.74,73.21,70.13,78.88,68.38,0.92,50.62
KSR-1,2025-01-05,00:04:00,2025-01-05 00:04:00,666576.03,0.63,0.63,3.06,3.06,3607.33,3607.33,38.03,15.95,13.07,8.45,61.06,68.93,63.28,44.79,397.37,399.92,406.09,407.4,229.81,235.65,230.27,230.78,61.06,68.93,63.28,44.79,0.91,49.76
KSR-2,2025-01-05,00:04:00,2025-01-05 00:04:00,410271.7,0.81,0.81,3.99,3.99,4512.05,4512.05,48.83,14.23,17.49,14.86,73.66,69.11,83.38,70.81,396.49,413.39,392.83,405.58,237.17,237.75,230.78,234.47,73.66,69.11,83.38,70.81,0.9,49.87
KSR-1,2025-01-05,00:05:00,2025-01-05 00:05:00,666576.67,0.64,0.64,3.7,3.7,3607.97,3607.97,40.13,15.11,13.41,8.02,59.11,72.17,63.99,41.98,403.12,403.52,407.94,399.53,228.16,234.26,229.93,228.7,59.11,72.17,63.99,41.98,0.92,50.07
KSR-2,2025-01-05,00:05:00,2025-01-05 00:05:00,410272.45,0.75,0.75,4.74,4.74,4512.8,4512.8,45.65,14.68,18.03,13.65,71.26,68.98,80.09,70.16,408.69,402.04,398.23,398.63,235.12,235.31,235.61,231.29,71.26,68.98,80.09,70.16,0.93,49.71
KSR-1,2025-01-05,00:06:00,2025-01-05 00:06:00,666577.28,0.61,0.61,4.31,4.31,3608.58,3608.58,36.58,14.69,13.07,8.7,58.26,70.04,61.74,46.07,404.73,407.31,407.11,405.5,235.92,229.84,234.65,229.01,58.26,70.04,61.74,46.07,0.89,49.54
KSR-2,2025-01-05,00:06:00,2025-01-05 00:06:00,410273.21,0.77,0.77,5.51,5.51,4513.56,4513.56,46.78,14.65,17.43,13.92,75.99,69.15,79.47,70.1,409.42,413.76,407.88,408.68,233.32,234.44,235.58,230.13,75.99,69.15,79.47,70.1,0.92,50.03
